step,total_loss,yolo_loss,sa_loss,ca_loss
90,6.847599029541016,0.0015363693237304688,0.6847354173660278,-0.002582262270152569
91,6.8063812255859375,0.0013723373413085938,0.6806282997131348,-0.002548022661358118
92,6.853496551513672,0.0013456344604492188,0.6853592395782471,-0.0028833241667598486
93,6.829290390014648,0.0011920928955078125,0.6829528212547302,-0.0028598112985491753
94,6.764534950256348,0.001155853271484375,0.6764787435531616,-0.0028168451972305775
95,6.811705112457275,0.0011157989501953125,0.6811937093734741,-0.0026959653478115797
96,6.770883083343506,0.0010900497436523438,0.6771218776702881,-0.0028514619916677475
97,6.843070983886719,0.0010728836059570312,0.6843515634536743,-0.0030341772362589836
98,6.846463203430176,0.001056671142578125,0.6846765875816345,-0.002718648873269558
99,6.773687362670898,0.0010404586791992188,0.6773974299430847,-0.002655265387147665
